time,wave_height,wave_period,wave_direction,swell_wave_height,swell_wave_period,wind_wave_height,sea_surface_temperature,zone_id,zone_name,wind_speed_10m,wind_direction_10m,wind_gusts_10m,weather_code,precipitation,month,hour,wave_height_t0,wave_period_t0,swell_wave_height_t0,swell_wave_period_t0,wind_wave_height_t0,wind_speed_t0,wind_gusts_t0,sea_surface_temperature_t0,weather_code_t0,wave_height_t-3h,wave_height_t-6h,wind_speed_t-3h,wind_speed_t-6h,wave_delta_3h,wave_delta_6h,wind_delta_3h,swell_trend,wave_wind_ratio,swell_steepness,wave_energy,monsoon_flag,safety_6h,safety_12h,safety_24h
2026-06-12 19:00:00,2.36,10.5,205,1.76,11.8,0.94,29.3,1,Indian Ocean,32.3,236,40.0,1,0.0,6,19,2.36,10.5,1.76,11.8,0.94,32.3,40.0,29.3,1,2.3,2.3,33.3,34.2,0.06000000000000005,0.06000000000000005,-1.0,0.08000000000000007,0.07306501547987616,0.14915254237288134,5.569599999999999,1,3,3,3
2026-06-12 20:00:00,2.4,10.5,205,1.8,11.8,0.98,29.3,1,Indian Ocean,33.4,234,42.1,1,0.0,6,20,2.4,10.5,1.8,11.8,0.98,33.4,42.1,29.3,1,2.3,2.3,30.1,33.9,0.10000000000000009,0.10000000000000009,3.299999999999997,0.10000000000000009,0.0718562874251497,0.15254237288135591,5.76,1,3,3,2
2026-06-12 21:00:00,2.38,10.35,206,1.76,11.65,1.0,29.2,1,Indian Ocean,32.5,234,41.8,2,0.0,6,21,2.38,10.35,1.76,11.65,1.0,32.5,41.8,29.2,2,2.34,2.3,30.0,36.9,0.040000000000000036,0.08000000000000007,2.5,0.020000000000000018,0.07323076923076922,0.15107296137339055,5.6644,1,3,3,2
2026-06-12 22:00:00,2.34,10.2,207,1.74,11.4,1.02,29.2,1,Indian Ocean,31.6,235,40.7,3,0.0,6,22,2.34,10.2,1.74,11.4,1.02,31.6,40.7,29.2,3,2.36,2.3,32.3,33.3,-0.020000000000000018,0.040000000000000036,-0.6999999999999957,-0.020000000000000018,0.0740506329113924,0.15263157894736842,5.475599999999999,1,3,3,2
2026-06-12 23:00:00,2.32,10.0,208,1.7,11.2,1.04,29.2,1,Indian Ocean,33.1,243,39.6,2,0.0,6,23,2.32,10.0,1.7,11.2,1.04,33.1,39.6,29.2,2,2.4,2.3,33.4,30.1,-0.08000000000000007,0.020000000000000018,-0.29999999999999716,-0.10000000000000009,0.07009063444108761,0.1517857142857143,5.3824,1,3,3,2
2026-06-13 00:00:00,2.34,9.9,209,1.7,11.1,1.08,29.2,1,Indian Ocean,34.9,243,43.9,2,0.0,6,0,2.34,9.9,1.7,11.1,1.08,34.9,43.9,29.2,2,2.38,2.34,32.5,30.0,-0.040000000000000036,0.0,2.3999999999999986,-0.06000000000000005,0.0670487106017192,0.15315315315315314,5.475599999999999,1,3,3,2
2026-06-13 01:00:00,2.34,9.8,211,1.68,11.1,1.12,29.2,1,Indian Ocean,35.0,248,44.3,1,0.0,6,1,2.34,9.8,1.68,11.1,1.12,35.0,44.3,29.2,1,2.34,2.36,31.6,32.3,0.0,-0.020000000000000018,3.3999999999999986,-0.06000000000000005,0.06685714285714285,0.15135135135135136,5.475599999999999,1,3,3,2
2026-06-13 02:00:00,2.36,9.7,212,1.68,11.05,1.16,29.2,1,Indian Ocean,36.8,252,46.1,1,0.0,6,2,2.36,9.7,1.68,11.05,1.16,36.8,46.1,29.2,1,2.32,2.4,33.1,33.4,0.040000000000000036,-0.040000000000000036,3.6999999999999957,-0.020000000000000018,0.0641304347826087,0.1520361990950226,5.569599999999999,1,3,3,2
2026-06-13 03:00:00,2.36,9.6,214,1.68,11.0,1.22,29.2,1,Indian Ocean,38.8,253,49.3,3,0.0,6,3,2.36,9.6,1.68,11.0,1.22,38.8,49.3,29.2,3,2.34,2.38,34.9,32.5,0.020000000000000018,-0.020000000000000018,3.8999999999999986,-0.020000000000000018,0.060824742268041236,0.1527272727272727,5.569599999999999,1,3,3,2
2026-06-13 04:00:00,2.38,9.45,217,1.66,10.95,1.26,29.2,1,Indian Ocean,38.9,252,49.7,3,0.0,6,4,2.38,9.45,1.66,10.95,1.26,38.9,49.7,29.2,3,2.34,2.34,35.0,31.6,0.040000000000000036,0.040000000000000036,3.8999999999999986,-0.020000000000000018,0.061182519280205655,0.15159817351598173,5.6644,1,3,3,2
2026-06-13 05:00:00,2.38,9.4,219,1.66,10.9,1.32,29.2,1,Indian Ocean,38.0,272,50.0,51,0.1,6,5,2.38,9.4,1.66,10.9,1.32,38.0,50.0,29.2,51,2.36,2.32,36.8,33.1,0.020000000000000018,0.06000000000000005,1.2000000000000028,-0.020000000000000018,0.06263157894736841,0.15229357798165136,5.6644,1,3,3,2
2026-06-13 06:00:00,2.36,9.4,220,1.64,10.9,1.26,29.2,1,Indian Ocean,33.3,268,47.5,1,0.0,6,6,2.36,9.4,1.64,10.9,1.26,33.3,47.5,29.2,1,2.36,2.34,38.8,34.9,0.0,0.020000000000000018,-5.5,-0.040000000000000036,0.07087087087087088,0.15045871559633026,5.569599999999999,1,3,3,2
2026-06-13 07:00:00,2.36,9.4,220,1.64,10.95,1.2,29.2,1,Indian Ocean,33.8,270,42.8,51,0.1,6,7,2.36,9.4,1.64,10.95,1.2,33.8,42.8,29.2,51,2.38,2.34,38.9,35.0,-0.020000000000000018,0.020000000000000018,-5.100000000000001,-0.020000000000000018,0.06982248520710059,0.1497716894977169,5.569599999999999,1,3,3,2
2026-06-13 08:00:00,2.34,9.45,221,1.62,10.95,1.14,29.2,1,Indian Ocean,32.2,264,43.6,0,0.0,6,8,2.34,9.45,1.62,10.95,1.14,32.2,43.6,29.2,0,2.38,2.36,38.0,36.8,-0.040000000000000036,-0.020000000000000018,-5.799999999999997,-0.039999999999999813,0.07267080745341614,0.14794520547945209,5.475599999999999,1,3,2,2
2026-06-13 09:00:00,2.3,9.5,220,1.6,10.95,1.06,29.2,1,Indian Ocean,33.0,259,41.4,2,0.0,6,9,2.3,9.5,1.6,10.95,1.06,33.0,41.4,29.2,2,2.36,2.36,33.3,38.8,-0.06000000000000005,-0.06000000000000005,-0.29999999999999716,-0.039999999999999813,0.06969696969696969,0.14611872146118723,5.289999999999999,1,3,2,2
2026-06-13 10:00:00,2.28,9.6,220,1.6,10.9,0.96,29.3,1,Indian Ocean,32.9,262,42.5,3,0.0,6,10,2.28,9.6,1.6,10.9,0.96,32.9,42.5,29.3,3,2.36,2.38,33.8,38.9,-0.08000000000000007,-0.10000000000000009,-0.8999999999999986,-0.039999999999999813,0.06930091185410334,0.14678899082568808,5.1983999999999995,1,3,2,2
2026-06-13 11:00:00,2.24,9.65,219,1.58,10.9,0.88,29.3,1,Indian Ocean,31.4,265,41.8,3,0.0,6,11,2.24,9.65,1.58,10.9,0.88,31.4,41.8,29.3,3,2.34,2.38,32.2,38.0,-0.09999999999999964,-0.13999999999999968,-0.8000000000000043,-0.040000000000000036,0.0713375796178344,0.14495412844036698,5.017600000000001,1,3,2,2
2026-06-13 12:00:00,2.22,9.65,218,1.58,10.9,0.9,29.3,1,Indian Ocean,30.8,267,39.2,3,0.0,6,12,2.22,9.65,1.58,10.9,0.9,30.8,39.2,29.3,3,2.3,2.36,33.0,33.3,-0.07999999999999963,-0.13999999999999968,-2.1999999999999993,-0.020000000000000018,0.07207792207792209,0.14495412844036698,4.928400000000001,1,3,2,2
2026-06-13 13:00:00,2.2,9.65,218,1.56,10.85,0.92,29.3,1,Indian Ocean,32.6,267,41.4,3,0.0,6,13,2.2,9.65,1.56,10.85,0.92,32.6,41.4,29.3,3,2.28,2.36,32.9,33.8,-0.07999999999999963,-0.1599999999999997,-0.29999999999999716,-0.040000000000000036,0.06748466257668712,0.14377880184331798,4.840000000000001,1,3,2,2
2026-06-13 14:00:00,2.18,9.65,217,1.56,10.85,0.94,29.3,1,Indian Ocean,36.2,268,45.7,51,0.1,6,14,2.18,9.65,1.56,10.85,0.94,36.2,45.7,29.3,51,2.24,2.34,31.4,32.2,-0.06000000000000005,-0.1599999999999997,4.800000000000004,-0.020000000000000018,0.06022099447513812,0.14377880184331798,4.752400000000001,1,2,2,2
2026-06-13 15:00:00,2.16,9.6,218,1.56,10.8,0.98,29.3,1,Indian Ocean,38.1,266,48.2,51,0.2,6,15,2.16,9.6,1.56,10.8,0.98,38.1,48.2,29.3,51,2.22,2.3,30.8,33.0,-0.06000000000000005,-0.13999999999999968,7.300000000000001,-0.020000000000000018,0.05669291338582677,0.14444444444444443,4.6656,1,2,2,2
2026-06-13 16:00:00,2.16,9.55,218,1.54,10.75,1.02,29.3,1,Indian Ocean,35.9,267,47.9,3,0.0,6,16,2.16,9.55,1.54,10.75,1.02,35.9,47.9,29.3,3,2.2,2.28,32.6,32.9,-0.040000000000000036,-0.11999999999999966,3.299999999999997,-0.020000000000000018,0.06016713091922006,0.14325581395348838,4.6656,1,2,2,2
2026-06-13 17:00:00,2.14,9.45,219,1.54,10.7,1.06,29.3,1,Indian Ocean,34.9,269,48.6,51,0.1,6,17,2.14,9.45,1.54,10.7,1.06,34.9,48.6,29.3,51,2.18,2.24,36.2,31.4,-0.040000000000000036,-0.10000000000000009,-1.3000000000000043,-0.020000000000000018,0.06131805157593124,0.14392523364485982,4.5796,1,2,2,2
2026-06-13 18:00:00,2.1,9.35,219,1.52,10.65,1.02,29.3,1,Indian Ocean,33.7,271,43.6,1,0.0,6,18,2.1,9.35,1.52,10.65,1.02,33.7,43.6,29.3,1,2.16,2.22,38.1,30.8,-0.06000000000000005,-0.1200000000000001,-4.399999999999999,-0.040000000000000036,0.06231454005934718,0.14272300469483568,4.41,1,2,2,2
2026-06-13 19:00:00,2.08,9.25,219,1.48,10.55,1.0,29.3,1,Indian Ocean,31.9,274,42.5,1,0.0,6,19,2.08,9.25,1.48,10.55,1.0,31.9,42.5,29.3,1,2.16,2.2,35.9,32.6,-0.08000000000000007,-0.1200000000000001,-4.0,-0.06000000000000005,0.0652037617554859,0.14028436018957344,4.3264000000000005,1,2,2,2
2026-06-13 20:00:00,2.04,9.2,219,1.46,10.5,0.96,29.3,1,Indian Ocean,30.6,269,40.3,3,0.0,6,20,2.04,9.2,1.46,10.5,0.96,30.6,40.3,29.3,3,2.14,2.18,34.9,36.2,-0.10000000000000009,-0.14000000000000012,-4.299999999999997,-0.08000000000000007,0.06666666666666667,0.13904761904761903,4.1616,1,2,2,2
2026-06-13 21:00:00,2.02,9.15,219,1.44,10.45,0.92,29.3,1,Indian Ocean,30.1,262,38.5,3,0.0,6,21,2.02,9.15,1.44,10.45,0.92,30.1,38.5,29.3,3,2.1,2.16,33.7,38.1,-0.08000000000000007,-0.14000000000000012,-3.6000000000000014,-0.08000000000000007,0.06710963455149502,0.13779904306220095,4.0804,1,2,2,2
2026-06-13 22:00:00,1.98,9.15,219,1.44,10.4,0.9,29.2,1,Indian Ocean,31.0,259,38.9,3,0.0,6,22,1.98,9.15,1.44,10.4,0.9,31.0,38.9,29.2,3,2.08,2.16,31.9,35.9,-0.10000000000000009,-0.18000000000000016,-0.8999999999999986,-0.040000000000000036,0.06387096774193549,0.13846153846153844,3.9204,1,2,2,2
2026-06-13 23:00:00,1.96,9.15,219,1.42,10.35,0.86,29.2,1,Indian Ocean,31.4,260,40.3,3,0.0,6,23,1.96,9.15,1.42,10.35,0.86,31.4,40.3,29.2,3,2.04,2.14,30.6,34.9,-0.08000000000000007,-0.18000000000000016,0.7999999999999972,-0.040000000000000036,0.062420382165605096,0.13719806763285025,3.8415999999999997,1,2,2,2
2026-06-14 00:00:00,1.96,9.1,219,1.4,10.35,0.88,29.2,1,Indian Ocean,32.7,257,40.7,2,0.0,6,0,1.96,9.1,1.4,10.35,0.88,32.7,40.7,29.2,2,2.02,2.1,30.1,33.7,-0.06000000000000005,-0.14000000000000012,2.6000000000000014,-0.040000000000000036,0.05993883792048929,0.13526570048309178,3.8415999999999997,1,2,2,2
2026-06-14 01:00:00,1.94,9.1,219,1.4,10.35,0.92,29.2,1,Indian Ocean,36.1,258,45.0,2,0.0,6,1,1.94,9.1,1.4,10.35,0.92,36.1,45.0,29.2,2,1.98,2.08,31.0,31.9,-0.040000000000000036,-0.14000000000000012,5.100000000000001,-0.040000000000000036,0.05373961218836565,0.13526570048309178,3.7636,1,2,2,2
2026-06-14 02:00:00,1.94,9.05,219,1.38,10.35,0.94,29.2,1,Indian Ocean,35.6,259,45.7,3,0.0,6,2,1.94,9.05,1.38,10.35,0.94,35.6,45.7,29.2,3,1.96,2.04,31.4,30.6,-0.020000000000000018,-0.10000000000000009,4.200000000000003,-0.040000000000000036,0.05449438202247191,0.13333333333333333,3.7636,1,2,2,2
2026-06-14 03:00:00,1.94,9.05,219,1.38,10.35,0.96,29.2,1,Indian Ocean,34.9,258,44.6,3,0.0,6,3,1.94,9.05,1.38,10.35,0.96,34.9,44.6,29.2,3,1.96,2.02,32.7,30.1,-0.020000000000000018,-0.08000000000000007,2.1999999999999957,-0.020000000000000018,0.05558739255014327,0.13333333333333333,3.7636,1,2,2,2
2026-06-14 04:00:00,1.94,9.0,219,1.38,10.4,0.98,29.2,1,Indian Ocean,34.5,257,43.9,3,0.0,6,4,1.94,9.0,1.38,10.4,0.98,34.5,43.9,29.2,3,1.94,1.98,36.1,31.0,0.0,-0.040000000000000036,-1.6000000000000014,-0.020000000000000018,0.05623188405797101,0.13269230769230766,3.7636,1,2,2,2
2026-06-14 05:00:00,1.94,9.0,219,1.38,10.4,1.0,29.2,1,Indian Ocean,33.9,261,43.6,1,0.0,6,5,1.94,9.0,1.38,10.4,1.0,33.9,43.6,29.2,1,1.94,1.96,35.6,31.4,0.0,-0.020000000000000018,-1.7000000000000028,0.0,0.057227138643067846,0.13269230769230766,3.7636,1,2,2,2
2026-06-14 06:00:00,1.94,8.95,219,1.38,10.4,1.02,29.2,1,Indian Ocean,31.9,261,42.1,1,0.0,6,6,1.94,8.95,1.38,10.4,1.02,31.9,42.1,29.2,1,1.94,1.96,34.9,32.7,0.0,-0.020000000000000018,-3.0,0.0,0.060815047021943576,0.13269230769230766,3.7636,1,2,2,2
2026-06-14 07:00:00,1.96,8.95,220,1.38,10.4,1.02,29.2,1,Indian Ocean,31.9,261,40.3,1,0.0,6,7,1.96,8.95,1.38,10.4,1.02,31.9,40.3,29.2,1,1.94,1.94,34.5,36.1,0.020000000000000018,0.020000000000000018,-2.6000000000000014,0.0,0.06144200626959248,0.13269230769230766,3.8415999999999997,1,2,2,2
2026-06-14 08:00:00,1.96,8.9,220,1.38,10.4,1.04,29.2,1,Indian Ocean,33.3,262,41.8,51,0.1,6,8,1.96,8.9,1.38,10.4,1.04,33.3,41.8,29.2,51,1.94,1.94,33.9,35.6,0.020000000000000018,0.020000000000000018,-0.6000000000000014,0.0,0.058858858858858866,0.13269230769230766,3.8415999999999997,1,2,2,2
2026-06-14 09:00:00,1.96,8.9,220,1.38,10.4,1.04,29.2,1,Indian Ocean,34.5,266,43.6,3,0.0,6,9,1.96,8.9,1.38,10.4,1.04,34.5,43.6,29.2,3,1.94,1.94,31.9,34.9,0.020000000000000018,0.020000000000000018,2.6000000000000014,0.0,0.05681159420289855,0.13269230769230766,3.8415999999999997,1,2,2,2
2026-06-14 10:00:00,1.94,8.9,220,1.36,10.4,1.04,29.3,1,Indian Ocean,34.0,268,43.6,3,0.0,6,10,1.94,8.9,1.36,10.4,1.04,34.0,43.6,29.3,3,1.96,1.94,31.9,34.5,-0.020000000000000018,0.0,2.1000000000000014,-0.019999999999999796,0.057058823529411766,0.13076923076923078,3.7636,1,2,2,2
2026-06-14 11:00:00,1.94,8.9,220,1.36,10.4,1.04,29.3,1,Indian Ocean,34.5,278,43.6,3,0.0,6,11,1.94,8.9,1.36,10.4,1.04,34.5,43.6,29.3,3,1.96,1.94,33.3,33.9,-0.020000000000000018,0.0,1.2000000000000028,-0.019999999999999796,0.05623188405797101,0.13076923076923078,3.7636,1,2,2,2
2026-06-14 12:00:00,1.92,8.9,220,1.36,10.35,1.02,29.3,1,Indian Ocean,34.4,279,43.6,3,0.0,6,12,1.92,8.9,1.36,10.35,1.02,34.4,43.6,29.3,3,1.96,1.94,34.5,31.9,-0.040000000000000036,-0.020000000000000018,-0.10000000000000142,-0.019999999999999796,0.05581395348837209,0.13140096618357489,3.6864,1,2,2,2
2026-06-14 13:00:00,1.92,8.9,219,1.38,10.35,1.0,29.3,1,Indian Ocean,35.0,279,43.9,3,0.0,6,13,1.92,8.9,1.38,10.35,1.0,35.0,43.9,29.3,3,1.94,1.96,34.0,31.9,-0.020000000000000018,-0.040000000000000036,1.0,0.019999999999999796,0.054857142857142854,0.13333333333333333,3.6864,1,2,2,2
2026-06-14 14:00:00,1.9,8.95,219,1.38,10.35,0.98,29.3,1,Indian Ocean,35.6,277,44.6,3,0.0,6,14,1.9,8.95,1.38,10.35,0.98,35.6,44.6,29.3,3,1.94,1.96,34.5,33.3,-0.040000000000000036,-0.06000000000000005,1.1000000000000014,0.019999999999999796,0.05337078651685393,0.13333333333333333,3.61,1,2,2,2
2026-06-14 15:00:00,1.92,9.1,218,1.4,10.5,0.96,29.4,1,Indian Ocean,36.1,277,45.4,3,0.0,6,15,1.92,9.1,1.4,10.5,0.96,36.1,45.4,29.4,3,1.92,1.96,34.4,34.5,0.0,-0.040000000000000036,1.7000000000000028,0.039999999999999813,0.05318559556786703,0.13333333333333333,3.6864,1,2,2,2
2026-06-14 16:00:00,1.92,9.3,216,1.4,10.65,0.94,29.4,1,Indian Ocean,36.1,275,46.8,3,0.0,6,16,1.92,9.3,1.4,10.65,0.94,36.1,46.8,29.4,3,1.92,1.94,35.0,34.0,0.0,-0.020000000000000018,1.1000000000000014,0.020000000000000018,0.05318559556786703,0.13145539906103285,3.6864,1,2,2,2
2026-06-14 17:00:00,1.94,9.45,215,1.42,10.75,0.92,29.4,1,Indian Ocean,32.2,271,45.4,2,0.0,6,17,1.94,9.45,1.42,10.75,0.92,32.2,45.4,29.4,2,1.9,1.94,35.6,34.5,0.040000000000000036,0.0,-3.3999999999999986,0.040000000000000036,0.060248447204968934,0.13209302325581396,3.7636,1,2,2,2
2026-06-14 18:00:00,1.92,9.45,214,1.42,10.65,0.9,29.4,1,Indian Ocean,33.1,268,41.0,2,0.0,6,18,1.92,9.45,1.42,10.65,0.9,33.1,41.0,29.4,2,1.92,1.92,36.1,34.4,0.0,0.0,-3.0,0.020000000000000018,0.0580060422960725,0.13333333333333333,3.6864,1,2,2,2
2026-06-14 19:00:00,1.92,9.3,212,1.42,10.45,0.88,29.4,1,Indian Ocean,33.3,268,42.1,2,0.0,6,19,1.92,9.3,1.42,10.45,0.88,33.3,42.1,29.4,2,1.92,1.92,36.1,35.0,0.0,0.0,-2.8000000000000043,0.020000000000000018,0.05765765765765766,0.13588516746411483,3.6864,1,2,2,2
2026-06-14 20:00:00,1.9,9.25,211,1.42,10.3,0.86,29.3,1,Indian Ocean,31.7,268,41.4,3,0.0,6,20,1.9,9.25,1.42,10.3,0.86,31.7,41.4,29.3,3,1.94,1.9,32.2,35.6,-0.040000000000000036,0.0,-0.5000000000000036,0.0,0.05993690851735015,0.13786407766990288,3.61,1,2,2,2
2026-06-14 21:00:00,1.88,9.25,210,1.42,10.2,0.84,29.3,1,Indian Ocean,32.3,267,40.3,3,0.0,6,21,1.88,9.25,1.42,10.2,0.84,32.3,40.3,29.3,3,1.92,1.92,33.1,36.1,-0.040000000000000036,-0.040000000000000036,-0.8000000000000043,0.0,0.05820433436532508,0.1392156862745098,3.5343999999999998,1,2,2,2
2026-06-14 22:00:00,1.86,9.25,209,1.42,10.15,0.84,29.3,1,Indian Ocean,32.3,267,40.7,51,0.1,6,22,1.86,9.25,1.42,10.15,0.84,32.3,40.7,29.3,51,1.92,1.92,33.3,36.1,-0.05999999999999983,-0.05999999999999983,-1.0,0.0,0.05758513931888546,0.1399014778325123,3.4596000000000005,1,2,2,2
2026-06-14 23:00:00,1.84,9.3,208,1.42,10.1,0.82,29.3,1,Indian Ocean,31.0,263,40.3,51,0.1,6,23,1.84,9.3,1.42,10.1,0.82,31.0,40.3,29.3,51,1.9,1.94,31.7,32.2,-0.05999999999999983,-0.09999999999999987,-0.6999999999999993,0.0,0.05935483870967742,0.14059405940594058,3.3856,1,2,2,2
2026-06-15 00:00:00,1.84,9.3,207,1.42,10.1,0.78,29.3,1,Indian Ocean,31.6,263,40.0,3,0.0,6,0,1.84,9.3,1.42,10.1,0.78,31.6,40.0,29.3,3,1.88,1.92,32.3,33.1,-0.039999999999999813,-0.07999999999999985,-0.6999999999999957,0.0,0.05822784810126582,0.14059405940594058,3.3856,1,2,2,2
2026-06-15 01:00:00,1.84,9.35,207,1.44,10.1,0.74,29.2,1,Indian Ocean,30.1,261,40.0,51,0.1,6,1,1.84,9.35,1.44,10.1,0.74,30.1,40.0,29.2,51,1.86,1.92,32.3,33.3,-0.020000000000000018,-0.07999999999999985,-2.1999999999999957,0.020000000000000018,0.061129568106312294,0.14257425742574256,3.3856,1,2,2,2
2026-06-15 02:00:00,1.84,9.4,206,1.44,10.1,0.7,29.2,1,Indian Ocean,29.0,261,38.2,3,0.0,6,2,1.84,9.4,1.44,10.1,0.7,29.0,38.2,29.2,3,1.84,1.9,31.0,31.7,0.0,-0.05999999999999983,-2.0,0.020000000000000018,0.06344827586206897,0.14257425742574256,3.3856,1,2,2,2
2026-06-15 03:00:00,1.82,9.45,205,1.44,10.1,0.64,29.2,1,Indian Ocean,29.7,264,37.4,3,0.0,6,3,1.82,9.45,1.44,10.1,0.64,29.7,37.4,29.2,3,1.84,1.88,31.6,32.3,-0.020000000000000018,-0.05999999999999983,-1.9000000000000021,0.020000000000000018,0.06127946127946128,0.14257425742574256,3.3124000000000002,1,2,2,2
2026-06-15 04:00:00,1.8,9.55,203,1.42,10.15,0.58,29.2,1,Indian Ocean,30.4,269,38.2,3,0.0,6,4,1.8,9.55,1.42,10.15,0.58,30.4,38.2,29.2,3,1.84,1.86,30.1,32.3,-0.040000000000000036,-0.06000000000000005,0.29999999999999716,-0.020000000000000018,0.05921052631578948,0.1399014778325123,3.24,1,2,2,2
2026-06-15 05:00:00,1.78,9.65,202,1.42,10.15,0.52,29.2,1,Indian Ocean,26.1,276,38.5,3,0.0,6,5,1.78,9.65,1.42,10.15,0.52,26.1,38.5,29.2,3,1.84,1.84,29.0,31.0,-0.06000000000000005,-0.06000000000000005,-2.8999999999999986,-0.020000000000000018,0.0681992337164751,0.1399014778325123,3.1684,1,2,2,2
2026-06-15 06:00:00,1.78,9.75,201,1.44,10.15,0.52,29.2,1,Indian Ocean,24.6,276,32.8,3,0.0,6,6,1.78,9.75,1.44,10.15,0.52,24.6,32.8,29.2,3,1.82,1.84,29.7,31.6,-0.040000000000000036,-0.06000000000000005,-5.099999999999998,0.0,0.07235772357723577,0.141871921182266,3.1684,1,2,2,2
2026-06-15 07:00:00,1.8,9.8,201,1.44,10.15,0.54,29.3,1,Indian Ocean,26.1,279,32.8,3,0.0,6,7,1.8,9.8,1.44,10.15,0.54,26.1,32.8,29.3,3,1.8,1.84,30.4,30.1,0.0,-0.040000000000000036,-4.299999999999997,0.020000000000000018,0.06896551724137931,0.141871921182266,3.24,1,2,2,2
2026-06-15 08:00:00,1.8,9.85,200,1.46,10.15,0.54,29.3,1,Indian Ocean,26.2,275,33.1,3,0.0,6,8,1.8,9.85,1.46,10.15,0.54,26.2,33.1,29.3,3,1.78,1.84,26.1,29.0,0.020000000000000018,-0.040000000000000036,0.09999999999999787,0.040000000000000036,0.06870229007633588,0.1438423645320197,3.24,1,2,2,2
2026-06-15 09:00:00,1.8,9.85,200,1.46,10.15,0.56,29.3,1,Indian Ocean,27.0,272,34.2,3,0.0,6,9,1.8,9.85,1.46,10.15,0.56,27.0,34.2,29.3,3,1.78,1.82,24.6,29.7,0.020000000000000018,-0.020000000000000018,2.3999999999999986,0.020000000000000018,0.06666666666666667,0.1438423645320197,3.24,1,2,2,2
2026-06-15 10:00:00,1.8,9.85,200,1.46,10.15,0.56,29.4,1,Indian Ocean,28.1,273,35.3,3,0.0,6,10,1.8,9.85,1.46,10.15,0.56,28.1,35.3,29.4,3,1.8,1.8,26.1,30.4,0.0,0.0,2.0,0.020000000000000018,0.06405693950177936,0.1438423645320197,3.24,1,2,2,2
2026-06-15 11:00:00,1.8,9.85,200,1.46,10.15,0.58,29.4,1,Indian Ocean,28.1,277,35.6,2,0.0,6,11,1.8,9.85,1.46,10.15,0.58,28.1,35.6,29.4,2,1.8,1.78,26.2,26.1,0.0,0.020000000000000018,1.9000000000000021,0.0,0.06405693950177936,0.1438423645320197,3.24,1,2,2,2
2026-06-15 12:00:00,1.82,9.85,201,1.48,10.2,0.62,29.4,1,Indian Ocean,28.1,267,35.3,3,0.0,6,12,1.82,9.85,1.48,10.2,0.62,28.1,35.3,29.4,3,1.8,1.78,27.0,24.6,0.020000000000000018,0.040000000000000036,1.1000000000000014,0.020000000000000018,0.06476868327402135,0.1450980392156863,3.3124000000000002,1,2,2,2
2026-06-15 13:00:00,1.84,9.85,201,1.48,10.25,0.68,29.4,1,Indian Ocean,27.7,270,35.3,3,0.0,6,13,1.84,9.85,1.48,10.25,0.68,27.7,35.3,29.4,3,1.8,1.8,28.1,26.1,0.040000000000000036,0.040000000000000036,-0.40000000000000213,0.020000000000000018,0.0664259927797834,0.144390243902439,3.3856,1,2,2,2
2026-06-15 14:00:00,1.86,9.85,202,1.5,10.3,0.72,29.4,1,Indian Ocean,30.8,268,38.2,3,0.0,6,14,1.86,9.85,1.5,10.3,0.72,30.8,38.2,29.4,3,1.8,1.8,28.1,26.2,0.06000000000000005,0.06000000000000005,2.6999999999999993,0.040000000000000036,0.06038961038961039,0.14563106796116504,3.4596000000000005,1,2,2,2
2026-06-15 15:00:00,1.88,9.8,203,1.5,10.35,0.76,29.4,1,Indian Ocean,31.8,264,39.6,3,0.0,6,15,1.88,9.8,1.5,10.35,0.76,31.8,39.6,29.4,3,1.82,1.8,28.1,27.0,0.05999999999999983,0.07999999999999985,3.6999999999999993,0.020000000000000018,0.059119496855345906,0.14492753623188406,3.5343999999999998,1,2,2,2
2026-06-15 16:00:00,1.9,9.75,203,1.5,10.4,0.82,29.4,1,Indian Ocean,32.3,259,40.3,3,0.0,6,16,1.9,9.75,1.5,10.4,0.82,32.3,40.3,29.4,3,1.84,1.8,27.7,28.1,0.05999999999999983,0.09999999999999987,4.599999999999998,0.020000000000000018,0.058823529411764705,0.14423076923076922,3.61,1,2,2,2
2026-06-15 17:00:00,1.92,9.7,204,1.5,10.4,0.86,29.4,1,Indian Ocean,32.4,262,41.0,3,0.0,6,17,1.92,9.7,1.5,10.4,0.86,32.4,41.0,29.4,3,1.86,1.8,30.8,28.1,0.05999999999999983,0.11999999999999988,1.5999999999999979,0.0,0.05925925925925926,0.14423076923076922,3.6864,1,2,2,2
2026-06-15 18:00:00,1.94,9.65,204,1.5,10.4,0.88,29.4,1,Indian Ocean,32.7,259,40.7,3,0.0,6,18,1.94,9.65,1.5,10.4,0.88,32.7,40.7,29.4,3,1.88,1.82,31.8,28.1,0.06000000000000005,0.11999999999999988,0.9000000000000021,0.0,0.059327217125382255,0.14423076923076922,3.7636,1,2,2,2
2026-06-15 19:00:00,1.94,9.6,205,1.5,10.4,0.88,29.4,1,Indian Ocean,32.7,254,40.7,51,0.2,6,19,1.94,9.6,1.5,10.4,0.88,32.7,40.7,29.4,51,1.9,1.84,32.3,27.7,0.040000000000000036,0.09999999999999987,0.4000000000000057,0.0,0.059327217125382255,0.14423076923076922,3.7636,1,2,2,2
